positive,negative,rating,comments,category,comments_preprocessed
"Gazdarica Ljubica preljubazna. Apartman nov,prelep. Odmor sa prijateljima nezaboravan. Bukovicka banja prelepa za setnju,posebno. Verujem da cemo se ponovo vratiti.",,10,"Gazdarica Ljubica preljubazna. Apartman nov,prelep. Odmor sa prijateljima nezaboravan. Bukovicka banja prelepa za setnju,posebno. Verujem da cemo se ponovo vratiti. ",pozitivan,gazdarica ljubica preljubazan apartman novpreleti odmor prijatelj nezaboravan bukovicka banja prelepa setnjuposebno verovati ponovo vratiti
"Smeštaj je odličan! To je ono što smo tražili. Uživali smo, opustali se. Topla preporuka svima. Vlasnik prijatan. Pozdrav za vlasnika i za Benija 😊",,10,"Smeštaj je odličan! To je ono što smo tražili. Uživali smo, opustali se. Topla preporuka svima. Vlasnik prijatan. Pozdrav za vlasnika i za Benija 😊 ",pozitivan,smeštaj odličan tražiti uživati opustati topao preporuka sav vlasnik prijatan pozdrav vlasnik benija
Sve je ok bilo,,10,Sve je ok bilo ,pozitivan,sav ok
"Objekat je odličan. Osoblje (devojke) ljubazne i profesionalne. 
Hostel je na odličnoj lokaciji. Sobe i sve prostorije su čiste, nove i lepo sređene. Ovaj hostel ima moju preporuku. ♥️",,10,"Objekat je odličan. Osoblje (devojke) ljubazne i profesionalne. 
Hostel je na odličnoj lokaciji. Sobe i sve prostorije su čiste, nove i lepo sređene. Ovaj hostel ima moju preporuku. ♥️ ",pozitivan,objekat odličan osoblje devojka ljubazan profesionalan hostel odlični lokacija soba sav prostorija čist nov lepo sređen ovaj hostel imati preporuka
"Sve je bilo u najboljem redu. Čisto, uredno i novo.",,10,"Sve je bilo u najboljem redu. Čisto, uredno i novo. ",pozitivan,sav dobar red čisto uredan nov
Ako se moze zanemariti cinjenica da smo rezervisali apartman a dobili sobu sa kupatilom smestaj se moze oceniti kao udoban i cist sa prostranim i savrseno cistim kupatilom. Ako zelite sobu bez frizidera i kupatilom dobicete dobar smestaj na odlicnoj lokaciji. Na terasu i parking koje vidite na slikama zaboravite.Ne postoje u sklopu ove smestajne jedinice,"Rezervisali smo apartman sa slike posto je bilo upitno da li ce i treci clan porodice poci sa nama. Docekala nas je dvokrevetna soba bez terase i mesta za parking. Objasnjenje domacina je da nismo dobro videli slike sto nije tacno. Zatim je odgovornost prebacena na buking koji im je vec pravio slicne greske. Na zahtev da vidimo apartman sa slike receno je da je zauzet a izasao je kao slobodan prilikom rezervacije. Zatim, na pitanje sta bi bilo da je pisla i treva isoba i da smo hteli da korigujemo rezervaciju i cenu za troje receno nam je da oni imaju u tom slucaju rezervni smestaj. Ko zeli ovakvu neizvesnost i mahinacije oko smestaja preporucunem sansajn. Da, pogledajte i ostale recenzije, nismo jedini. Kao gest dobre volje  domacica ce vam ponuditi da ostanete duze  sutradan u smestaju ali to svakako ne moze da ublazi osecaj da ste prevareni",8,"Ako se moze zanemariti cinjenica da smo rezervisali apartman a dobili sobu sa kupatilom smestaj se moze oceniti kao udoban i cist sa prostranim i savrseno cistim kupatilom. Ako zelite sobu bez frizidera i kupatilom dobicete dobar smestaj na odlicnoj lokaciji. Na terasu i parking koje vidite na slikama zaboravite.Ne postoje u sklopu ove smestajne jedinice Rezervisali smo apartman sa slike posto je bilo upitno da li ce i treci clan porodice poci sa nama. Docekala nas je dvokrevetna soba bez terase i mesta za parking. Objasnjenje domacina je da nismo dobro videli slike sto nije tacno. Zatim je odgovornost prebacena na buking koji im je vec pravio slicne greske. Na zahtev da vidimo apartman sa slike receno je da je zauzet a izasao je kao slobodan prilikom rezervacije. Zatim, na pitanje sta bi bilo da je pisla i treva isoba i da smo hteli da korigujemo rezervaciju i cenu za troje receno nam je da oni imaju u tom slucaju rezervni smestaj. Ko zeli ovakvu neizvesnost i mahinacije oko smestaja preporucunem sansajn. Da, pogledajte i ostale recenzije, nismo jedini. Kao gest dobre volje  domacica ce vam ponuditi da ostanete duze  sutradan u smestaju ali to svakako ne moze da ublazi osecaj da ste prevareni",pozitivan,moći zanemariti cinjenica rezervisati apartman soba kupatilo smestaj moći oceniti kao udoban cist prostran savrsiti cist kupatilo zeliti soba frizider kupatilo dobicet dobar smestaj odlicni lokacija teras parking viditi slika zaboraviti postojati sklop ovaj smestajan jedinica rezervisati apartman slika posto upitan treciti clan porodica poci docekati dvokrevetan soba teras mesto parking objasnjenje domacina dobro videti slika sto tacan zatim odgovornost prebati buking praviti slican greski zahtev videti apartman slika rediti zauzeti izasti kao slobodan prilikom rezervacija zatim pitanje pisao trevati isobati koriguvati rezervacija cena troje receno imati slucaj rezervan smestaj zeleti ovakav neizvesnost mahinacija oko smestja preporucuna sansajniti pogledati ostali recenzija kao gest dobar volja domacica ponuditi ostati sutradan smestaj svakako moći ublaziti osecaj prevariti
"Svaka preporuka za boravak, apartmani su neverovatno uredni i lepo uredjeni. Veoma lak dogovor :)",,10,"Svaka preporuka za boravak, apartmani su neverovatno uredni i lepo uredjeni. Veoma lak dogovor :) ",pozitivan,svaki preporuka boravak apartman neverovatno uredni lepo urediti veoma lak dogovor
"Mir, udobnost, osoblje, pogled, hrana...","Bilo je pretoplo u sobi, 22 stepena je bilo, ali pretoplo, iako sam pokušala da spustim ma 20",10,"Mir, udobnost, osoblje, pogled, hrana... Bilo je pretoplo u sobi, 22 stepena je bilo, ali pretoplo, iako sam pokušala da spustim ma 20",pozitivan,mir udobnost osoblje pogled hrana pretoći soba stepen pretoći pokušati spustiti ma
Lokacija i nivo privatnosti su nam se dopali najviše. Naša jedinica je bila jako prijatna i čista.,,9,Lokacija i nivo privatnosti su nam se dopali najviše. Naša jedinica je bila jako prijatna i čista. ,pozitivan,lokacija nivo privatnost dopasti mnogo jedinica jako prijatan čist
"Hotel je lep, cist osoblje ljubazno",Nema papuca u sobi,8,"Hotel je lep, cist osoblje ljubazno Nema papuca u sobi",pozitivan,hotel lep cist osoblje ljubazno nemati papuca soba
"Izuzetno ljubazni domaćini, odlučna lokacija, divan pogled.",,10,"Izuzetno ljubazni domaćini, odlučna lokacija, divan pogled. ",pozitivan,izuzetno ljubazan domaćina odlučan lokacija divati pogled
"bukvalno nov hotel, moderan, na odlicnoj lokaciji. svaka preporuka.",,10,"bukvalno nov hotel, moderan, na odlicnoj lokaciji. svaka preporuka. ",pozitivan,bukvalno nov hotel moderan odlicni lokacija svaki preporuka
Odlican i prostran apartman sa pogledom na reku i kulu.,,10,Odlican i prostran apartman sa pogledom na reku i kulu. ,pozitivan,odlicati prostran apartman pogled rek kulo
"Osoblje ljubazno i sve je besprekorno čisto, sve preporuke.",,10,"Osoblje ljubazno i sve je besprekorno čisto, sve preporuke. ",pozitivan,osoblje ljubazan sav besprekoran čisto sav preporuka
Lokacija,,10,Lokacija ,pozitivan,lokacija
"Lokacija, higjena, a naročito kupatilo, koje je prostrano, dobro opremljeno, sa super tuš kabinom","Nemam primedbi, osim možda mala sugestija: U predsoblju ugraditi neki čiviluk za kapute.",10,"Lokacija, higjena, a naročito kupatilo, koje je prostrano, dobro opremljeno, sa super tuš kabinom Nemam primedbi, osim možda mala sugestija: U predsoblju ugraditi neki čiviluk za kapute.",pozitivan,lokacija higjen naročito kupatilo prostran dobar opremiti super tuš kabina nemati primedba osim možda mali sugestija predsoblje ugraditi čiviluk kaputa
"Gazdarica jako ljubazna, odlican smestaj, preporuka!",,10,"Gazdarica jako ljubazna, odlican smestaj, preporuka! ",pozitivan,gazdarica jako ljubazan odlicati smestaj preporuka
"Odličan hotel, ljubazno osoblje",,10,"Odličan hotel, ljubazno osoblje ",pozitivan,odličan hotel ljubazan osoblje
"Sve pohvale, jako lepo sredjen apartman.",,10,"Sve pohvale, jako lepo sredjen apartman. ",pozitivan,sav pohvati jako lepo srediti apartman
"Izuzetno osoblje koje želi da izađe u susret svakom zahtevu gosta, čisto, topao i čist bazen.",,10,"Izuzetno osoblje koje želi da izađe u susret svakom zahtevu gosta, čisto, topao i čist bazen. ",pozitivan,izuzetno osoblje želeti izaći susret svaki zahtev gost čisto topasti čist baza n
"Izuzetno ljubazni domacini. Odlicna lokacija, stogi centar uz to imaju i obezbedjen parking.
Jesnu stvar bih izdvojio, odlican krevet, udoban za cistu desetku. Sve pohvale i preporuke.",,10,"Izuzetno ljubazni domacini. Odlicna lokacija, stogi centar uz to imaju i obezbedjen parking.
Jesnu stvar bih izdvojio, odlican krevet, udoban za cistu desetku. Sve pohvale i preporuke. ",pozitivan,izuzetno ljubazan domacina odlican lokacija stogiti centar imati obezbediti parking jesan stvar izdvojiti odlicati krevet udoban cista desetka sav pohvati preporuka
,SPA centar bi mogao biti veći.,10, SPA centar bi mogao biti veći.,pozitivan,spati centar moći velik
"Higijena na visokom nivou, sve pohvale.💯💫",,10,"Higijena na visokom nivou, sve pohvale.💯💫 ",pozitivan,higilen visok nivo sav pohvati
"Osoblje je jako ljubazno, naročito na recepciji. Odnos cene i usluge je odličan. Sobe su prostrane i čiste.",,8,"Osoblje je jako ljubazno, naročito na recepciji. Odnos cene i usluge je odličan. Sobe su prostrane i čiste. ",pozitivan,osoblje jako ljubazan naročito recepcija odnos cena usluga odličan soba prostrana čist
"Hotel je dobar omjer cijene i kvaliteta. Smješten je u samom centru zbivanja - blizu je Trg republike, Knez Mihajlova ulica, više muzeja, javni gradski prijevoz, Kalemegdan, ... wifi je dobar. Ulica je tiha, a osoblje jako ljubazno. Mi nismo uzeli doručak, ali odmah iza ćoška se nalazi Kafeterija gdje je moguće uzeti dobar doručak za normalnu cijenu. Javni parking Obilićev venac je blizu hotela i ima milion mjesta :-)",Nedostaje ogledalo u sobi.,8,"Hotel je dobar omjer cijene i kvaliteta. Smješten je u samom centru zbivanja - blizu je Trg republike, Knez Mihajlova ulica, više muzeja, javni gradski prijevoz, Kalemegdan, ... wifi je dobar. Ulica je tiha, a osoblje jako ljubazno. Mi nismo uzeli doručak, ali odmah iza ćoška se nalazi Kafeterija gdje je moguće uzeti dobar doručak za normalnu cijenu. Javni parking Obilićev venac je blizu hotela i ima milion mjesta :-) Nedostaje ogledalo u sobi.",pozitivan,hotel dobar omjer cijen kvalitet smjestiti centar zbivanje trg republika knez mihajlov ulica mnogo muzej javan gradski prijevoz kalemegdan wifi dobar ulica tih osoblje jako ljubazno uzeti doručak ćoška nalaziti kafeterija gdo moguć uzeti dobar doručak normalan cijen javan parking obilićev venac hotel imati milion mjest nedostajati ogledati soba
"Sve nam se dopalo. Lokacija je odlicna, osoblje je jako ljubazno, dorucak korektan. Sobe su moderno opremljene, sve funkcioniše.
Definitivno za preporuku 💫",Voda u bazenu je hladnija.,10,"Sve nam se dopalo. Lokacija je odlicna, osoblje je jako ljubazno, dorucak korektan. Sobe su moderno opremljene, sve funkcioniše.
Definitivno za preporuku 💫 Voda u bazenu je hladnija.",pozitivan,sav dopasti lokacija odlican osoblje jako ljubazan dorucak korektan soba moderno opremiti sav funkcionisati definitivno preporuka voda bazena hladan
Stan na izuzetnoj lokaciji sa parking mestom u garazi .Sve preporuke dolazim ponovo zasigurno.,,10,Stan na izuzetnoj lokaciji sa parking mestom u garazi .Sve preporuke dolazim ponovo zasigurno. ,pozitivan,stan izuzetan lokacija parking mesto garaz sav preporuka dolaziti ponovo zasiguran
"Hotel je prelep i inovativan. Ugostitelji su veoma ljubazni. Sobe su veoma ciste i odlicno opremljene. Dorucka je bio odlican i raznovrsan, kao i hrana u restoranu,a pogotovo pizza.",,10,"Hotel je prelep i inovativan. Ugostitelji su veoma ljubazni. Sobe su veoma ciste i odlicno opremljene. Dorucka je bio odlican i raznovrsan, kao i hrana u restoranu,a pogotovo pizza. ",pozitivan,hotel prelep inovativan ugostitelj veoma ljubazan soba veoma cista odlicno opremiti dorucka odlicati raznovrsan kao hrana restoranua pogotovo pizza
"Sirok izbor za dorucak. Na dohvat ruke pekara, restoran domace hrane, prodavnica i piljara. Odlicna lokacija. Lep i veliki stan, dobro opremljen. Miran kraj. Veoma smo zadovoljni!",,10,"Sirok izbor za dorucak. Na dohvat ruke pekara, restoran domace hrane, prodavnica i piljara. Odlicna lokacija. Lep i veliki stan, dobro opremljen. Miran kraj. Veoma smo zadovoljni! ",pozitivan,sirok izbor dorucak dohvat ruka pekarati restoran domac hrana prodavnica piljarati odlican lokacija lep velik stan dobro opremiti mirati kraj veoma zadovoljan
"Hrana perfektna, osoblje ljubazno, apartman prelepo sređen","Spa centar, đakuzi nije radio, prljav je spa centar,",8,"Hrana perfektna, osoblje ljubazno, apartman prelepo sređen Spa centar, đakuzi nije radio, prljav je spa centar,",pozitivan,hran perfektan osoblje ljubazno apartman prelepo srediti spati centar đakuz raditi prljav spati centar
Odličan smestaj.,,10,Odličan smestaj. ,pozitivan,odličan smest j
"Osoblje, lokacija",,8,"Osoblje, lokacija ",pozitivan,osoblje lokacija
"Lokacija fantasticna, centar grada, a neposredno uz park.
Kvalitetno opremljen apartman. Grejanje i topla voda non stop.
Privatni parking koji smo mogli da koristimo i nakon izlaska iz apartmana dok smo boravili u parku na klizalistu.
Dovoljno peskira svih velicina.","Kapacitet apartmana nedovoljan za 3 odrasla i 2 deteta, jer se mora koristiti i krevet na rasklapanje u dnevnom boravku koji je bio izuzetno neudoban.
Manjak sadrzaja u kuhinji.
Kupatilo bez tus gela i sampona.",8,"Lokacija fantasticna, centar grada, a neposredno uz park.
Kvalitetno opremljen apartman. Grejanje i topla voda non stop.
Privatni parking koji smo mogli da koristimo i nakon izlaska iz apartmana dok smo boravili u parku na klizalistu.
Dovoljno peskira svih velicina. Kapacitet apartmana nedovoljan za 3 odrasla i 2 deteta, jer se mora koristiti i krevet na rasklapanje u dnevnom boravku koji je bio izuzetno neudoban.
Manjak sadrzaja u kuhinji.
Kupatilo bez tus gela i sampona.",pozitivan,lokacija fantastican centar grad neposredno park kvalitetno opremiti apartman grejanje topla voda non stop privatan parking moći koristiti izlazak apartman boraviti parka klizalista dovoljno peskirati sav velicina kapacitet apartman nedovoljan odrasti detet morati koristiti krevet rasklapanje dnevni boravka izuzetno neudoban manjak sadrzaj kuhinja kupatilo tus gelo sampon
"Meni je bilo super. sobica mala, ususkana, topla. Kupatilo čisto, uredno i komforno. Tople vode ima uvek. Tu su neophodne stvari - fen, peškiri i papuče. Za par dana boravka više nego odlično, još za te pare.",,10,"Meni je bilo super. sobica mala, ususkana, topla. Kupatilo čisto, uredno i komforno. Tople vode ima uvek. Tu su neophodne stvari - fen, peškiri i papuče. Za par dana boravka više nego odlično, još za te pare. ",pozitivan,super sobica mali ususkati topla kupatilo čisto uredan komforan topla voda imati uvek neophodan stvar fen peškir papuča par dan boravak mnogo odlično para
"Radno vreme je non stop
Rezervisano parklng mesto
U centru grada0",,10,"Radno vreme je non stop
Rezervisano parklng mesto
U centru grada0 ",pozitivan,radni vreme non stop rezervisati parkln mesto centar grad
Sve je perfektno!,,10,Sve je perfektno! ,pozitivan,sav perfektno
"Lokacija,usluga,enterijer.
Uredno,cisto,ljubazno osoblje za sve sto vam je potrebno",,10,"Lokacija,usluga,enterijer.
Uredno,cisto,ljubazno osoblje za sve sto vam je potrebno ",pozitivan,lokacija uslugaenterijer urednocistoljuban osoblje sav sto potreban
Ljubazno osoblje,Lose uradjena zgrada. Duvalo je kroz zatvoren prozor,9,Ljubazno osoblje Lose uradjena zgrada. Duvalo je kroz zatvoren prozor,pozitivan,ljubazan osoblje lositi uraditi zgrada duvati zatvoriti prozor
"Lokacija, gostojubivost, pogled, styling, prilaz",Stalaze i posude za kozmetiku u kupatilu,10,"Lokacija, gostojubivost, pogled, styling, prilaz Stalaze i posude za kozmetiku u kupatilu",pozitivan,lokacija gostojubivost pogled styling prilaz stalaz posuda kozmetika kupatila
Mladi i susretljivi domacini. Hrana izuzetna.,"Sam putni prilaz smjestajnoj jedinici je u losem stanju ali kad se dodje na lokaciju, pogled i udobnost sve ispravljaju.",10,"Mladi i susretljivi domacini. Hrana izuzetna. Sam putni prilaz smjestajnoj jedinici je u losem stanju ali kad se dodje na lokaciju, pogled i udobnost sve ispravljaju.",pozitivan,mlad susretljiv domacina hrana izuzetan putni prilaz smjestajan jedinik los stanje kad dodjati lokacija pogled udobnost sav ispravljati
Sve je bilo savršeno,,10,Sve je bilo savršeno ,pozitivan,sav savršeno
Apsolutno sve,Nema toga,10,Apsolutno sve Nema toga,pozitivan,apsolutno nemati
"Ljudi na recepciji od jako velike koristi,preljubazni.Osecala sam se kao kod kuce.Na samom prijemu sam dobila kolacic i kafu,a uvece su organizovali druzenje u pabu uz posluzenje,palacinke,caj,kafa,igre.Sve preporuke za hostel.Hvala na svemu dobri ljudi.",,10,"Ljudi na recepciji od jako velike koristi,preljubazni.Osecala sam se kao kod kuce.Na samom prijemu sam dobila kolacic i kafu,a uvece su organizovali druzenje u pabu uz posluzenje,palacinke,caj,kafa,igre.Sve preporuke za hostel.Hvala na svemu dobri ljudi. ",pozitivan,čovek recepcija jako velik koristipreljuzazniosec kao kod kucena prijem kolacic kafua uveca organizovati druzenje pab posluzenjepacijaceskafvo preporuka hostelhvati dobar čovek
"Priroda, hrana, osoblje",Treba ponesto renovirati,9,"Priroda, hrana, osoblje Treba ponesto renovirati",pozitivan,prirod hran osoblje trebati ponesto renovirati
Sve pohvale,,10,Sve pohvale ,pozitivan,sav pohvati
Doručak je bilo fenomenalan,Sobe treba pod hitno renovirati,8,Doručak je bilo fenomenalan Sobe treba pod hitno renovirati,pozitivan,doručak fenomenalan soba trebati hitno renovirati
,"Odlična lokacija, nije skupo, sve je odlično, preporučujem",10," Odlična lokacija, nije skupo, sve je odlično, preporučujem",pozitivan,odličan lokacija skupo sav odlično preporučivati
,"Nismo bili smešteni u sobi koju smo rezervisali. Iako je pisalo da je parking obezbeđen, bilo je problema i sa mestom za parkiranje.",3," Nismo bili smešteni u sobi koju smo rezervisali. Iako je pisalo da je parking obezbeđen, bilo je problema i sa mestom za parkiranje.",negativan,smestiti soba rezervisati pisati parking obezbediti problem mesto parkiranje
Dobra lokacija.,"Krevet za dete nije namešten iako smo na recepciji podneli zahtev. posle druge molbe da donesu kompet posteljine za dete, nisu doneli jer su rekli da nemaju čistu posteljinu. 
Kada smo se odjavili na recepciji nam nisu izdali račun. Nakon zahteva i ubeđivanja izdali su nam račun.",3,"Dobra lokacija. Krevet za dete nije namešten iako smo na recepciji podneli zahtev. posle druge molbe da donesu kompet posteljine za dete, nisu doneli jer su rekli da nemaju čistu posteljinu. 
Kada smo se odjavili na recepciji nam nisu izdali račun. Nakon zahteva i ubeđivanja izdali su nam račun.",negativan,dobar lokacija krevet dete nameštiti recepcija podneti zahtev posle drugi molba doneti kompet posteljina dete doneti reći nemati čist posteljina odjaviti recepcija izdati račun zahtev ubeđivanje izdati rač n
Lokacija,"Parking mesto je previše usko i nema dovoljno mesta za izlazak iz vozila.
Apartman je takodje premali i raspored nameštaja je takav da ne može da se prođe između frižidera i kreveta.",2,"Lokacija Parking mesto je previše usko i nema dovoljno mesta za izlazak iz vozila.
Apartman je takodje premali i raspored nameštaja je takav da ne može da se prođe između frižidera i kreveta.",negativan,lokacija parking mesto previše usko nemati dovoljan mesto izlazak vozilo apartman takodje premati raspored nameštaj takav moći proći između frižider krevet
SUPER SVE HVALA PUNO 💋💋💋,Nista 🤪,2,SUPER SVE HVALA PUNO 💋💋💋 Nista 🤪,negativan,super hvati puno nista
Sobe su prostarne i uredne.,"Na mog petogodišnjeg sina je pao tobogan koji nije bio zašrafljen te je povredio glavu (išli smo na hitnu i kod dečjeg hirurga na ušivanje). Velika jedinica za nebrigu i neodgovornost menadžmenta, a osoblju takođe minus koji su odmah nakon incidenta, na krvav tobogan,  pustili drugu decu da se igraju
Ne smem ni da zamislim šta je gore moglo da se desi.",1,"Sobe su prostarne i uredne. Na mog petogodišnjeg sina je pao tobogan koji nije bio zašrafljen te je povredio glavu (išli smo na hitnu i kod dečjeg hirurga na ušivanje). Velika jedinica za nebrigu i neodgovornost menadžmenta, a osoblju takođe minus koji su odmah nakon incidenta, na krvav tobogan,  pustili drugu decu da se igraju
Ne smem ni da zamislim šta je gore moglo da se desi.",negativan,soba prostaran uredni petogodišnji sin pasti tobogan zašrafiti povrediti glav ići hitan kod deo hirurg ušivanje velik jedinica nebriga neodgovornost menadžment osoblje takođe minus incident krvav tobogan pustiti drugi deca igrati smeti zamisliti moći desiti
Nista,"Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",2,"Nista Neko nas je prevario ili Booking ili hotel , kad sam rezervisao sobu kao Genius korisnik pisalo 51 e , cim sam obavio rezervaciju izbacio je novi iznos 59 e ! A naplatili su mi iz hotela 63 e i to dan pre dolaska , prava lakrdija ! Napominjem da sam genius korisnik treci nivo i da 10 ak godina putujem preko  Bookinga i ovakvo menjanje cjena nisam nikad video , sreca da su mali iznosi jer sam rezervisao samo jednu noc ali sramota je varati svoje redovne korisnike usluga !",negativan,nista prevariti booking hotel kad rezervisati soba kao genius korisnik pisati e obaviti rezervacija izbaciti nov iznos e naplatiti hotel e dan dolazak pravo lakrdija napominjati genius korisnik treciti nivo ak godina putovati booking ovakav menjanje cjena nikad video sreca mali iznositi rezervisati noc sramota varati redovan korisnik usluga
Osoblje i velicina kompleksa,"Hladan apartman,4 sata nisu rragovali na prijavu da ne radi grejanje. Macke setaju po restoranu,pas lezu na sred toaleta,muve po hrani.",3,"Osoblje i velicina kompleksa Hladan apartman,4 sata nisu rragovali na prijavu da ne radi grejanje. Macke setaju po restoranu,pas lezu na sred toaleta,muve po hrani.",negativan,osoblje velicina kompleks hladan apartman sat rragovati prijava raditi grejanje macka setati restoranupas leza sred toaletamuva hrana
Devojke koje rade na recepciji su bile ljubazne.,"Krevet se polomio. Voda koja bi trebala da navodno uvek bude topla nije bila, za zimske dane - katastrofa. Šampanjac koji je obećan uz sobu nije bio tu- obećano nam je da će ga doneti sutra, naravno nisu. Dobro je da nismo propali ( što se parketa tiče)",2,"Devojke koje rade na recepciji su bile ljubazne. Krevet se polomio. Voda koja bi trebala da navodno uvek bude topla nije bila, za zimske dane - katastrofa. Šampanjac koji je obećan uz sobu nije bio tu- obećano nam je da će ga doneti sutra, naravno nisu. Dobro je da nismo propali ( što se parketa tiče)",negativan,devojka raditi recepcija ljubazan krevet polomiti voda trebati navodno uvek topla zimski katastrofa šampanjac obećan soba obećati doneti sutra naravno dobar propasti parket ticati
Lokacija je dobra,"Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",2,"Lokacija je dobra Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",negativan,lokacija dobar cena sajta vlasnik razlikovati jos dodatno naplatiti parking objekt
"Dolazimo ovde uvek kad smo u Bgd.Zaista lep hotel,čist.Doručak dobar.",Buka.Da li je loša izolacija ili loši kreveti.Celu noc nije moglo da se spava  od vriske i lomljenja kreveta iz susednih soba.,2,"Dolazimo ovde uvek kad smo u Bgd.Zaista lep hotel,čist.Doručak dobar. Buka.Da li je loša izolacija ili loši kreveti.Celu noc nije moglo da se spava  od vriske i lomljenja kreveta iz susednih soba.",negativan,dolaziti ovde uvek kad bgdzaist lep hotelčistdoručak dobar bukad loš izolacija loši kreveticela noc moći spavati vriski lomljenje krevet susedan soba
Pub.,Sve ostalo.,1,Pub. Sve ostalo.,negativan,pub sav ostali
Lokacija je dobra,"Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",2,"Lokacija je dobra Cena na na sajtu i vlasnikova se razlikovala ,jos je i dodatno naplatio parking u objektu.",negativan,lokacija dobar cena sajta vlasnik razlikovati jos dodatno naplatiti parking objekt
,"Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",3," Na prvi pogled ne izgleda lose, ali u kupatilu nedostaju plocice, po malo se raspada, jastuci su poput kamena, od dve sobe i 8 jastuka, samo je 1 bio mekan. Hotel zaista zahteva renoviranje, imali smo osecaj da ce se sve raspasti. Ali sto se tice destinacije sve je bilo jako blizu. A osoblje je bilo pomalo negativno, na zalost.",negativan,pogled izgleda lositi kupatila nedostajati plocica malo raspad jastuka poput kamen soba jastuka mekan hotel zaista zahtevati renoviranje imati osecaj ceti raspastiti sto tica destinacija sav jako osoblje pomalo negativan zalost
Grejanje,"Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",2,"Grejanje Prljav frizider, posteljina, krevet klimav,losa zvucna izolacija..........",negativan,grejanje prljav frizider posteljina krevet klimavlos zvucan izolacija
SUPER SVE HVALA PUNO 💋💋💋,Nista 🤪,2,SUPER SVE HVALA PUNO 💋💋💋 Nista 🤪,negativan,super hvati puno nista
,"Gospođa, koja je radila za recepcijom u popodnevnoj smeni, bila je jako ljubazna i predusretljiva sve pohvale za nju. Međutim, recepcioner u noćnoj smeni, Stefan mislim da mu je ima, prvo nije nas pozvao, a imale smo naručeno buđenje za avion rano ujutru, što znači da je bilo do njega propustile bismo avion,  onda je bio jako neljubazan i kad smo mu objašnjavale da imamo zakazan taksi do aerodroma.",3," Gospođa, koja je radila za recepcijom u popodnevnoj smeni, bila je jako ljubazna i predusretljiva sve pohvale za nju. Međutim, recepcioner u noćnoj smeni, Stefan mislim da mu je ima, prvo nije nas pozvao, a imale smo naručeno buđenje za avion rano ujutru, što znači da je bilo do njega propustile bismo avion,  onda je bio jako neljubazan i kad smo mu objašnjavale da imamo zakazan taksi do aerodroma.",negativan,gospođ raditi recepcija popodnevan smeni jako ljubazan predusretljiv sav pohvati međutim recepcioner noćni smeni stefan misliti imati prvo pozvati imati naručiti buđenje avion rano ujutru značiti do propustiti avion onda jako neljubazan kad objašnjavati imati zakazan taksi do aerodrom
,Nije imalo uopste grejanje,3, Nije imalo uopste grejanje,negativan,imati uopsti grejanje
Osoblje i velicina kompleksa,"Hladan apartman,4 sata nisu rragovali na prijavu da ne radi grejanje. Macke setaju po restoranu,pas lezu na sred toaleta,muve po hrani.",3,"Osoblje i velicina kompleksa Hladan apartman,4 sata nisu rragovali na prijavu da ne radi grejanje. Macke setaju po restoranu,pas lezu na sred toaleta,muve po hrani.",negativan,osoblje velicina kompleks hladan apartman sat rragovati prijava raditi grejanje macka setati restoranupas leza sred toaletamuva hrana
