positive,negative,rating,comments,category,comments_preprocessed
"Radno vreme je non stop
Rezervisano parklng mesto
U centru grada0",,10,"Radno vreme je non stop
Rezervisano parklng mesto
U centru grada0 ",pozitivan,radni vreme non stop rezervisati parkln mesto centar grad
"Lokacija, osoblje",Slaba zvučna izolacija,8,"Lokacija, osoblje Slaba zvučna izolacija",pozitivan,lokacija osoblje slab zvučan izolacija
"Prezadovoljan.korektno, uvek mozede da dobijete pomoc ako pitate.",,8,"Prezadovoljan.korektno, uvek mozede da dobijete pomoc ako pitate. ",pozitivan,prezadovoljankorektno uvek moći pomoc pitati
"Ljubazno osoblje 
Fenomenalna lokacija
Mirno i tiho mesto u samom centru grada",,10,"Ljubazno osoblje 
Fenomenalna lokacija
Mirno i tiho mesto u samom centru grada ",pozitivan,ljubazan osoblje fenomenalan lokacija miran tiho mesto centar grad
"Veoma prijatno osoblje i cist objekat, obezbedjen privatan parking.
Super lokacija u blizini centra, tvrdjave..",,10,"Veoma prijatno osoblje i cist objekat, obezbedjen privatan parking.
Super lokacija u blizini centra, tvrdjave.. ",pozitivan,veoma prijatan osoblje cist objekat obezbediti privatan parking super lokacija blizina centar tvrdjava
Blizina centra grada. Čiste i uredne sobe,"Parking koji je u sklopu objekta, ali ima malo parking mesta, pa se često zagrađuju ostali automobili.",8,"Blizina centra grada. Čiste i uredne sobe Parking koji je u sklopu objekta, ali ima malo parking mesta, pa se često zagrađuju ostali automobili.",pozitivan,blizina centar grad čist uredni soba parking sklop objekt imati malo parking mesto zagrađivati ostali automobil
"Lokacija, čistoća, usluzno osoblje, niska cena","Škriputavi kreveti i zvučna izolacija, bukvalno se čuje vibracija telefona iz susedne sobe a o ostalom da ne govorim... Sva sreca gost u sobi pored nije bio neki pastuv te je skripanje kreveta bilo razumnih desetak minuta",8,"Lokacija, čistoća, usluzno osoblje, niska cena Škriputavi kreveti i zvučna izolacija, bukvalno se čuje vibracija telefona iz susedne sobe a o ostalom da ne govorim... Sva sreca gost u sobi pored nije bio neki pastuv te je skripanje kreveta bilo razumnih desetak minuta",pozitivan,lokacija čistoć usluzan osoblje nizak cena škriputaviti kreveti zvučan izolacija bukvalno čuti vibracija telefon susedan soba ostali govoriti sav sreca gost soba pastuv skripanje krevet razuman desetak minut
Velicina soba,Parking je malen,8,Velicina soba Parking je malen,pozitivan,velicina soba parking maliti
"Smeštaj je bio udoban, osoblje izuzetno ljubazno. Lokacija je takođe veoma dobra i vredi posetiti. Parking u sklopu smeštaja je takođe veliki plus.",,9,"Smeštaj je bio udoban, osoblje izuzetno ljubazno. Lokacija je takođe veoma dobra i vredi posetiti. Parking u sklopu smeštaja je takođe veliki plus. ",pozitivan,smeštaj udoban osoblje izuzetno ljubazan lokacija takođe veoma dobar vrediti posetiti parking sklop smeštaj takođe velik plus
"Lokacija, sadržaj u smeštajnim jedinicama, čistoća.",Nema loših utisaka.,10,"Lokacija, sadržaj u smeštajnim jedinicama, čistoća. Nema loših utisaka.",pozitivan,lokacija sadržaj smeštajan jedinica čistoć nemati loš utisak
"Ljubazno osoblje, lokacija u samom centru, obezbeđen parking","Krevet je udoban, ali škripi pri svakom okretu. Na slikama nema da je kada u sobi pored kreveta, a u toaletu je samo lavabo i wc šolja - nama je bilo ok, ali to nekome može smetati.",9,"Ljubazno osoblje, lokacija u samom centru, obezbeđen parking Krevet je udoban, ali škripi pri svakom okretu. Na slikama nema da je kada u sobi pored kreveta, a u toaletu je samo lavabo i wc šolja - nama je bilo ok, ali to nekome može smetati.",pozitivan,ljubazan osoblje lokacija centar obezbediti parking krevet udoban škripati pri svaki okreta slika nemati soba krevet toaleta lavab wc šolja ok moći smetati
Topla dobrodoslica.Ljubazno osoblje na recepciji koje vam izlazi u susret za sva pitanja.Lokacija u samom centru grada. Sve pohvale i preporuke.,,10,Topla dobrodoslica.Ljubazno osoblje na recepciji koje vam izlazi u susret za sva pitanja.Lokacija u samom centru grada. Sve pohvale i preporuke. ,pozitivan,topla dobrodoslicaljuban osoblje recepcija izlaziti susret sav pitanjalokacija centar grad sav pohvati preporuka
"Sve je super,devojka ljubazna maksimalno,svaka cast.Lokacija odlicna a cena vise nego korektna.Sve pohvale.",,10,"Sve je super,devojka ljubazna maksimalno,svaka cast.Lokacija odlicna a cena vise nego korektna.Sve pohvale. ",pozitivan,sav superdevojka ljubazan maksimalnosvak castlokacija odlican cena vise korektnasvo pohvati
"Sve je bilo super, preporučujemo",Nije nas dočekala topla voda,8,"Sve je bilo super, preporučujemo Nije nas dočekala topla voda",pozitivan,sav super preporučivati dočekati topao voda
"Odlična lokacija, čisto, uredno.
Ospblje ljubazno.","Sve je bilo u najboljem redu, nemamo primedbi.",9,"Odlična lokacija, čisto, uredno.
Ospblje ljubazno. Sve je bilo u najboljem redu, nemamo primedbi.",pozitivan,odličan lokacija čisto uredan ospbljati ljubazan sav dobar red nemati primedba
Jednostavnost prilikom rezervacije i lokacija.,,10,Jednostavnost prilikom rezervacije i lokacija. ,pozitivan,jednostavnost prilikom rezervacija lokacija
"Izuzetna lokacija, na nekoliko minuta do centra grada. Ljubazno osoblje, čista soba i kupatilo. Dobila sam ono što sam rezervisala, soba je ista kao na slikama. Platila sam u hotelu, nije potrebna kredita kartica prilikom rezervacije.",,9,"Izuzetna lokacija, na nekoliko minuta do centra grada. Ljubazno osoblje, čista soba i kupatilo. Dobila sam ono što sam rezervisala, soba je ista kao na slikama. Platila sam u hotelu, nije potrebna kredita kartica prilikom rezervacije. ",pozitivan,izuzetan lokacija nekoliko minuta do centar grad ljubazan osoblje čist soba kupatilo onaj rezervisati soba isti kao slika platiti hotel potreban kredit kartica prilikom rezervacija
"Lokacija. Jako blizu centra, tvrđave. Ppuštena atmosfera. Uredno, udobno, toplo ...",Ništa što bi moglo za jedan dan da se setim.,8,"Lokacija. Jako blizu centra, tvrđave. Ppuštena atmosfera. Uredno, udobno, toplo ... Ništa što bi moglo za jedan dan da se setim.",pozitivan,lokacija jako centar tvrđaviti ppustiti atmosfera uredno udoban toplo ništa moći dan setim
"Meni je bilo super. sobica mala, ususkana, topla. Kupatilo čisto, uredno i komforno. Tople vode ima uvek. Tu su neophodne stvari - fen, peškiri i papuče. Za par dana boravka više nego odlično, još za te pare.",,10,"Meni je bilo super. sobica mala, ususkana, topla. Kupatilo čisto, uredno i komforno. Tople vode ima uvek. Tu su neophodne stvari - fen, peškiri i papuče. Za par dana boravka više nego odlično, još za te pare. ",pozitivan,super sobica mali ususkati topla kupatilo čisto uredan komforan topla voda imati uvek neophodan stvar fen peškir papuča par dan boravak mnogo odlično para
,"Saaamo je nedostajala domaca kafa 😍 preporuka da postoji vec u objektu🥰 precisto, prijatni ljudi, u samom centru, za svaku pohvalu 🤍🤍🤍",10," Saaamo je nedostajala domaca kafa 😍 preporuka da postoji vec u objektu🥰 precisto, prijatni ljudi, u samom centru, za svaku pohvalu 🤍🤍🤍",pozitivan,saameti nedostajati domac kafa preporuka postojati objekt precisto prijatan čovek centar svaki pohvala
"Cisto, udobno vo centar se naj, naj okolu smestuvanjeto vo odnos na cenata dobivate extra smestuvanje sekoja preporaka ima i parking","Malku odnosot na personalot, ne bese spremen apartmanot na vreme, a baraat da go napustime na vreme",9,"Cisto, udobno vo centar se naj, naj okolu smestuvanjeto vo odnos na cenata dobivate extra smestuvanje sekoja preporaka ima i parking Malku odnosot na personalot, ne bese spremen apartmanot na vreme, a baraat da go napustime na vreme",pozitivan,cisto udoban vo centar naj naj okotiti smestuvanjeto vo odnos cenata dobivati extra smestuvanje sekoj preporak imati parkiti malka odnosot personalot beseti spremiti apartmanot vreme baraati go napustiti vreme
"odlična lokacija, ljubazno osoblje","falila mi je kafa ujutru, nije da ne volim čaj...",9,"odlična lokacija, ljubazno osoblje falila mi je kafa ujutru, nije da ne volim čaj...",pozitivan,odličan lokacija ljubazan osoblje faliti kafa ujutru voleti čaj
Izvanredno sve!,Izvanredno sve!,10,Izvanredno sve! Izvanredno sve!,pozitivan,izvanredno sav izvanredan sav
"Lokacija je super...dorucak je ok...cisto je,uredno...","Trazili smo bracni krevet,dobili smo dva spojena kreveta...za par totalno neudobno i neprakticno.",10,"Lokacija je super...dorucak je ok...cisto je,uredno... Trazili smo bracni krevet,dobili smo dva spojena kreveta...za par totalno neudobno i neprakticno.",pozitivan,lokacija superdorucak okcisto jeuredno traziti bracan krevetdobiti spojen krevetaz par totalno neudoban nepraktican
Lokacija je odlična,,10,Lokacija je odlična ,pozitivan,lokacija odličan
"I više od očekivanog za uloženi novac! Svaka preporuka! 
Svaka buduća poseta Nišu, ovaj apartman na prvom mestu u izboru",,10,"I više od očekivanog za uloženi novac! Svaka preporuka! 
Svaka buduća poseta Nišu, ovaj apartman na prvom mestu u izboru ",pozitivan,mnogo očekivan uložiti novac svaki preporuka svaki budući poseta nisati ovaj apartman mesto izbor
"veoma čisto, i mirno tiho, odlično za domor putnika",,9,"veoma čisto, i mirno tiho, odlično za domor putnika ",pozitivan,veoma čist miran tiho odlično domor putnik
Sve je na nivou maksimalan komfor i sve preporuke!!,.......,10,Sve je na nivou maksimalan komfor i sve preporuke!! .......,pozitivan,sav nivo maksimalan komfor sav preporuka
Osoblje i opremljenost sobe😁,,10,Osoblje i opremljenost sobe😁 ,pozitivan,osoblje opremljenost soba
Nisam doručkovao a sve ostalo uključujući lokaciju top,Bilo je klizavo na parkingu zbog leda trebalo je soli malo baciti na nekim mestima .Sve ostalo je ok.,8,Nisam doručkovao a sve ostalo uključujući lokaciju top Bilo je klizavo na parkingu zbog leda trebalo je soli malo baciti na nekim mestima .Sve ostalo je ok.,pozitivan,doručkovati sav ostali uključivati lokacija top klizavo parking zbog led trebati soliti malo baciti mesto sav ostali ok
"Super ljubazno i uslužno osoblje, odlična lokacija, parking, čisto.","Tanki zidovi, sve se čuje iz susednih soba.",9,"Super ljubazno i uslužno osoblje, odlična lokacija, parking, čisto. Tanki zidovi, sve se čuje iz susednih soba.",pozitivan,super ljubazan uslužan osoblje odličan lokacija parking čisto tanki zid sav čuti susedan soba
"Dobra lokacija, udobnost",,9,"Dobra lokacija, udobnost ",pozitivan,dobar lokacija udobnost
Smeštaj je bio bez doručka. Dopalo mi se što je sve blizu.,Grejanje je moglo biti malo bolje.,8,Smeštaj je bio bez doručka. Dopalo mi se što je sve blizu. Grejanje je moglo biti malo bolje.,pozitivan,smeštaj doručka dopasti sav grejanje moći malo dobro
Cena i cistoca,Nema sta nije mise dopalo,10,Cena i cistoca Nema sta nije mise dopalo,pozitivan,cena cistoc nemati mise dopasti
"Nismo tamo doručkovali. Lokacija je izvanredna, jako zanimljiv prostor unutra. Videli smo i ostale apartmane, svaki je jako zanimljiv.","Sve nam se dopalo. Naš aparman nije imao kuhinju, već frižider i kuvalo. To se može bapomenuti ako je potrebno nekome.",9,"Nismo tamo doručkovali. Lokacija je izvanredna, jako zanimljiv prostor unutra. Videli smo i ostale apartmane, svaki je jako zanimljiv. Sve nam se dopalo. Naš aparman nije imao kuhinju, već frižider i kuvalo. To se može bapomenuti ako je potrebno nekome.",pozitivan,tamo doručkovati lokacija izvanredni jako zanimljiv prostor unutar videti ostali apartmana svaki jako zanimljiv sav dopasti aparman imati kuhinje frižider kuvati moći bapomenuti potreban e
Blizina centra grada,Nema zamerki,9,Blizina centra grada Nema zamerki,pozitivan,blizina centar grad nemati zamerka
"Lokacija izvanredna,ljubazni domachini.nis",Nemam komentar!,9,"Lokacija izvanredna,ljubazni domachini.nis Nemam komentar!",pozitivan,lokacija izvanrednaljubazan domachininis nemati komentar
Odličan smeštaj u strogom centru grada. Parking je veliki plus.,,8,Odličan smeštaj u strogom centru grada. Parking je veliki plus. ,pozitivan,odličan smeštaj strog centar grad parking velik plus
"Izuzetna lokacija, čisto, ljubazno osoblje",,10,"Izuzetna lokacija, čisto, ljubazno osoblje ",pozitivan,izuzetan lokacija čisto ljubazan osoblje
"Smestaj je u mirnoj ulici na odlicnoj lokaciji, blizu centra. Osoblje ljubazno i predusretljivo. Dostupan besplatan parking. Udobni kreveti.",Zvucna izolacija ka hodniku bi mogla biti bolja,8,"Smestaj je u mirnoj ulici na odlicnoj lokaciji, blizu centra. Osoblje ljubazno i predusretljivo. Dostupan besplatan parking. Udobni kreveti. Zvucna izolacija ka hodniku bi mogla biti bolja",pozitivan,smestaj miran ulica odlicni lokacija centar osoblje ljubazan predusretljivo dostupan besplatan parking udoban kreveti zvucan izolacija hodnik moći dobar
Lokacija objekta je izuzetna. Osoblje je bilo veoma ljubazno i od velike pomoći u izboru mesta za večeru. Parking za goste hotela je velika prednost.,Nemam nikakve primedbe.,10,Lokacija objekta je izuzetna. Osoblje je bilo veoma ljubazno i od velike pomoći u izboru mesta za večeru. Parking za goste hotela je velika prednost. Nemam nikakve primedbe.,pozitivan,lokacija objekt izuzetan osoblje veoma ljubazan velik pomoć izbor mesto večer parking gosta hotel velik prednost nemati nikakav primedba
Odlična lokacija. Centar grada. Mirna ulica bez gužve.,,9,Odlična lokacija. Centar grada. Mirna ulica bez gužve. ,pozitivan,odličan lokacija centar grad miran ulica gužva
"Lokacija je odlicna, kuca zadovoljava sve potrebe vece ekipe. Poseban utisak na nas je ostavila crna devojka sa recepcije, sve pohvale na ljubaznosti i profesionalnosti.",,10,"Lokacija je odlicna, kuca zadovoljava sve potrebe vece ekipe. Poseban utisak na nas je ostavila crna devojka sa recepcije, sve pohvale na ljubaznosti i profesionalnosti. ",pozitivan,lokacija odlican kuc zadovoljavati sav potreba velik ekipa poseban utisak ostaviti crn devojka recepcija sav pohvati ljubaznost profesionalnost
Udobnost kreveta,Mali apartman,10,Udobnost kreveta Mali apartman,pozitivan,udobnost krevet mali apartman
"Sve je bilo OK, naročito gostoprimnost  na recepciji i kako je sve bilo čisto i zategnuto u velikoj sobi.",Malo kupatilo,9,"Sve je bilo OK, naročito gostoprimnost  na recepciji i kako je sve bilo čisto i zategnuto u velikoj sobi. Malo kupatilo",pozitivan,sav ok naročito gostoprimnost recepcija sav čist zatećnuti velik soba malo kupatilo
Čistoća,Sve je oki,8,Čistoća Sve je oki,pozitivan,čistoć sav oko
"Lokacija je zaista odlična. Većinu lokacija koje smo planirali obići mogli smo obići peške jer je sve blizu kao kej, tvrđava, centar, šetalište, kazandžijsko sokače. Vozilo smo koristili samo za obilazak ĆELE Kule i za obilazak Niške banje",Pansion u prizemlju. To je uglavnom jedino što nam nije baš odgovaralo.,8,"Lokacija je zaista odlična. Većinu lokacija koje smo planirali obići mogli smo obići peške jer je sve blizu kao kej, tvrđava, centar, šetalište, kazandžijsko sokače. Vozilo smo koristili samo za obilazak ĆELE Kule i za obilazak Niške banje Pansion u prizemlju. To je uglavnom jedino što nam nije baš odgovaralo.",pozitivan,lokacija zaista odličan većina lokacija planirati obića moći obići peski kao kej tvrđava centar šetalište kazandžijski sokazati vozilo koristiti obilazak ćeo kula obilazak niski banja pansitn prizemlje uglavnom jedino odgovarati
"Izuzetno ljubazno osoblje, i što je sve kako je napisano i na slikama. Sve preporuke.",,10,"Izuzetno ljubazno osoblje, i što je sve kako je napisano i na slikama. Sve preporuke. ",pozitivan,izuzetno ljubazan osoblje sav napisati slika sav preporuka
Sve je bilo u najboljem redu...,,10,Sve je bilo u najboljem redu... ,pozitivan,sav dobar red
"Bukvalno sve!! Odlicna lokacija, cisto, udobno, ljubazno osoblje koje je tu za sve!!! Ovo je drugi put da smo bile a i svaki sledeci cemo iskljucivo tu da se vratimo!",,10,"Bukvalno sve!! Odlicna lokacija, cisto, udobno, ljubazno osoblje koje je tu za sve!!! Ovo je drugi put da smo bile a i svaki sledeci cemo iskljucivo tu da se vratimo! ",pozitivan,bukvalno sav odlican lokacija cisto udoban ljubazan osoblje sav ovaj drugi svaki sledek iskljucivo vratiti
"Pristupacnost osoblja i fantasticna lokacija.
I naravno - besplatan privatni parking.",,10,"Pristupacnost osoblja i fantasticna lokacija.
I naravno - besplatan privatni parking. ",pozitivan,pristupacnost osoblje fantastican lokacija naravno besplatan privatan parking
"Lokacija smestaja je odlicna. 2 min od tvrdjave i centra. Stigli smo po najvecem nevremenu sa autoputa sa bebom. Devojka na recepciji koja nas je docekala, predlozila je da zamenimo sobu ako zelimo, jer se u nasu ulazilo sa spoljne strane, da ne bi kisnuli sa malom bebom. Vrlo predusretljivo i oberucke smo prihvatili. Smestaj je bio odlican i vrlo povoljan. S obzirom da je bilo nevreme, pomogla nam je i oko dostave hrane da ne bi izlazili napolje. Sutradan smo dobili sve informacije sta se moze pogledati u okolini i predlozili su da ostavimo auto kod njih na tih par sati (da ne trazimo parking u zoni) jer je trenutno bilo slobodnog mesta. Druga devojka,Ana, koja je radila na recepciji se zaista potrudila da nam ugodjaj bude maksimalno rasterecujuci.
Vraticemo se sigurno opet, a i preporucicemo svima koji zele da posete Nis da tu odsedaju, jer zaista su odlicni i kao domacini.",,10,"Lokacija smestaja je odlicna. 2 min od tvrdjave i centra. Stigli smo po najvecem nevremenu sa autoputa sa bebom. Devojka na recepciji koja nas je docekala, predlozila je da zamenimo sobu ako zelimo, jer se u nasu ulazilo sa spoljne strane, da ne bi kisnuli sa malom bebom. Vrlo predusretljivo i oberucke smo prihvatili. Smestaj je bio odlican i vrlo povoljan. S obzirom da je bilo nevreme, pomogla nam je i oko dostave hrane da ne bi izlazili napolje. Sutradan smo dobili sve informacije sta se moze pogledati u okolini i predlozili su da ostavimo auto kod njih na tih par sati (da ne trazimo parking u zoni) jer je trenutno bilo slobodnog mesta. Druga devojka,Ana, koja je radila na recepciji se zaista potrudila da nam ugodjaj bude maksimalno rasterecujuci.
Vraticemo se sigurno opet, a i preporucicemo svima koji zele da posete Nis da tu odsedaju, jer zaista su odlicni i kao domacini. ",pozitivan,lokacija smestja odlican min tvrdjava centar stići velik nevremen autoput beb devojka recepcija docekati predloziti zameniti soba zeleti ulaziti spoljni strana kisnuti mali beb predusretljiv oberucka prihvatiti smestaj odlicati povoljan obzir nevrema pomoći oko dostaviti hrana izlaziti napolje sutradan sav informacija moći pogledati okolina predloziti ostaviti auto kod par sat traziti parking zona trenutno slobodan mesto drugi devojkanan raditi recepcija zaista potruditi ugodjati maksimalno rasterecujuca vratiti sigurno opet preporuciti sav zeleti poseta nis odsedati zaista odlican kao domacina
"Sve u najboljem redu. Lokacija odlicna,parking tu ispred smestaja,centar na laganih 3 minuta hoda",,10,"Sve u najboljem redu. Lokacija odlicna,parking tu ispred smestaja,centar na laganih 3 minuta hoda ",pozitivan,dobar red lokacija odlicnaparking ispred smestajacentar lagan minuta hod
"Lokacija fantasticna,sam centar grada! Kreveti udobni, cisto je...nemam zamerki!",,9,"Lokacija fantasticna,sam centar grada! Kreveti udobni, cisto je...nemam zamerki! ",pozitivan,lokacija fantasticnasati centar grad kreveti udoban cisto jeneti zamerka
Prva stvar koja me je oduševila kada sam ušla u sobu bio je raspored nameštaja. Krevet je bio preudoban.,Tuš kabini nedostaje deo pa je bilo malo nezgodno tokom tuširanja,9,Prva stvar koja me je oduševila kada sam ušla u sobu bio je raspored nameštaja. Krevet je bio preudoban. Tuš kabini nedostaje deo pa je bilo malo nezgodno tokom tuširanja,pozitivan,stvar oduševiti ući soba raspored nameštaj krevet preudoban tuš kabina nedostajati deo malo nezgodan tokom tuširanje
"Parking je odlican, blizina centra i pjesacke zone, vrlo ljubazno osoblje, izuzetno cisto.",Nasa smjestajna jedinica nije prigodna za visednevni boravak.,8,"Parking je odlican, blizina centra i pjesacke zone, vrlo ljubazno osoblje, izuzetno cisto. Nasa smjestajna jedinica nije prigodna za visednevni boravak.",pozitivan,parking odlicati blizina centar pjesacak zona ljubazan osoblje izuzetno cisto smjestajan jedinica prigodan visednevan borava k
"Odlicna lokacija, privatni parking i 24/7  recepcija",Male sobe odmah iznad parkinga i uska parking mesta,8,"Odlicna lokacija, privatni parking i 24/7  recepcija Male sobe odmah iznad parkinga i uska parking mesta",pozitivan,odlican lokacija privatan parking recepcija mali soba iznad parking uski parking mesto
"Sve preporuke 🥰🤗..Osoblje je veoma ljubazno  i izacice Vam u susret sta god da Vam zatreba...Inace smestaj je u blizini centra i svi lokali(kafici,restorani itd) su Vam na dohvat ruke..Naravno tu je i kej 😎 za setnjicu toop",,10,"Sve preporuke 🥰🤗..Osoblje je veoma ljubazno  i izacice Vam u susret sta god da Vam zatreba...Inace smestaj je u blizini centra i svi lokali(kafici,restorani itd) su Vam na dohvat ruke..Naravno tu je i kej 😎 za setnjicu toop ",pozitivan,sav preporuka osoblje veoma ljubazan izacica susret god zatrebainaca smestaj blizina centar sav lokalikaficestoran itd dohvat rukenaravno kej setnjica toop
"Lokacija odlicna,veoma blizu grada 2min hoda
Sobe sa wc-om,veoma pristojno,klima,bez buke.",Parking je malo tjesan ali okej,10,"Lokacija odlicna,veoma blizu grada 2min hoda
Sobe sa wc-om,veoma pristojno,klima,bez buke. Parking je malo tjesan ali okej",pozitivan,lokacija odlicnave grad min hod soba wcomveo pristojnoklimabez buka parking malo tjesan okej
Lokacija objekta je fenomenalna .,Zvucna izolacija izmedju aparmana je losija .,9,Lokacija objekta je fenomenalna . Zvucna izolacija izmedju aparmana je losija .,pozitivan,lokacija objekt fenomenalan zvucan izolacija izmedju aparman losija
"Ljubazno osoblje,dobra lokacija.Sve preporuke",,9,"Ljubazno osoblje,dobra lokacija.Sve preporuke ",pozitivan,ljubazan osobljedobar lokacijasva preporuka
Sve je bilo savrseno,Poboljsati wi-fi konekciju,9,Sve je bilo savrseno Poboljsati wi-fi konekciju,pozitivan,sav savrsiti poboljsati mifi konekcija
"Ljubazno osoblje koje je na raspolaganju 24h, blizina centra i tvrđave, čistoća apartmana.","Nedostatak je što apartman nema kuhinju, neispravni držači za peškir i wc papir.",10,"Ljubazno osoblje koje je na raspolaganju 24h, blizina centra i tvrđave, čistoća apartmana. Nedostatak je što apartman nema kuhinju, neispravni držači za peškir i wc papir.",pozitivan,ljubazan osoblje raspolaganje h blizina centar tvrđava čistoć apartman nedostatak apartman nemati kuhinje neispravan držač peškir wc papir
"Udobno, u centru grada, mirno.",Neispravan odliv u tuš kabini. To treba da sanirate.,10,"Udobno, u centru grada, mirno. Neispravan odliv u tuš kabini. To treba da sanirate.",pozitivan,udoban centar grad mirno neispravan odliv tuš kabina trebati sanirati
Odličan odnos cene i kvaliteta!,,10,Odličan odnos cene i kvaliteta! ,pozitivan,odličan odnos cena kvalitet
Osoblje je za svaku pohvalu,,9,Osoblje je za svaku pohvalu ,pozitivan,osoblje svaki pohvala
"Apartman se nalazi blizu centra, na odličnoj je lokaciji. U sklopu apartmana se nalazi recepcija koja radi 24h. Takođe postoji obezbeđen parking. Bilo je čisto, kreveti su udobni, osoblje prijatno. Sve preporuke.",,10,"Apartman se nalazi blizu centra, na odličnoj je lokaciji. U sklopu apartmana se nalazi recepcija koja radi 24h. Takođe postoji obezbeđen parking. Bilo je čisto, kreveti su udobni, osoblje prijatno. Sve preporuke. ",pozitivan,apartman nalaziti centar odlični lokacija sklop apartman nalaziti recepcija raditi h takođe postojati obezbediti parking čisto kreveti udoban osoblje prijatno sav preporuka
Sve je savršeno 😃,,10,Sve je savršeno 😃 ,pozitivan,sav savršeno
"Super lokacija blizu centra, pristojan smeštaj, čist.",,10,"Super lokacija blizu centra, pristojan smeštaj, čist. ",pozitivan,super lokacija centar pristojan smeštaj čist
Hostesa je izuzetno ljubazna,,9,Hostesa je izuzetno ljubazna ,pozitivan,hostes izuzetno ljubazan
Lokacija,"Higijena,skrckanje namestaja Cele noći,jedva mlaka Voda bez tople",8,"Lokacija Higijena,skrckanje namestaja Cele noći,jedva mlaka Voda bez tople",pozitivan,lokacija higijenaskrckanje namestajati ceo noćijedav mlak voda topla
Solidan smeštaj. Veoma blizu centra. Sve je bilo čisto i uredno. Osoblje je ljubazno 😊,,10,Solidan smeštaj. Veoma blizu centra. Sve je bilo čisto i uredno. Osoblje je ljubazno 😊 ,pozitivan,solidan smeštaj veoma centar sav čist uredan osoblje ljubazan
Sve je bilo odlicno!!!,,10,Sve je bilo odlicno!!! ,pozitivan,sav odlican
Lokacija odlična...sve pohvale za devojke sa recepcije...posebno se zahvaljujemo devojci koja je uspešno rešila nesporazum oko parkinga...,Malo bučnija klima koja je non-stop radila...ostalo je sve bilo ok...,8,Lokacija odlična...sve pohvale za devojke sa recepcije...posebno se zahvaljujemo devojci koja je uspešno rešila nesporazum oko parkinga... Malo bučnija klima koja je non-stop radila...ostalo je sve bilo ok...,pozitivan,lokacija odličnasva pohvati devojka recepcijeposebno zahvaljivati devojka uspešno rešiti nesporazum oko parking malo bučan klima nonstop radilaostati sav ok
Lokacija super. Smeštaj solidan. Postoji krevetac za bebe.  Automobil na sigurnom.,Potrbno toplije kupatilo. Ostalo ok,9,Lokacija super. Smeštaj solidan. Postoji krevetac za bebe.  Automobil na sigurnom. Potrbno toplije kupatilo. Ostalo ok,pozitivan,lokacija super smeštaj solidan postojati krevetac bebak automobil siguran potrbati toplija kupatilo ostali ok
"Odlična lokacija, udobni kreveti  i ljubazno osoblje.",,8,"Odlična lokacija, udobni kreveti  i ljubazno osoblje. ",pozitivan,odličan lokacija udoban kreveti ljubazan osoblje
"Dopalo mi se higijena, osoblje.
Sve pohvale za cure koje rade tu. Cista 10 za komunikaciju","Ne svidja mi se to sto su zidovi tanki, tokom seks se cuju gosti koji su pored vas, bukvalo svaki pokret kreveta😂😂 tako da i vas moze neko da cuje 🤣🤣😂",10,"Dopalo mi se higijena, osoblje.
Sve pohvale za cure koje rade tu. Cista 10 za komunikaciju Ne svidja mi se to sto su zidovi tanki, tokom seks se cuju gosti koji su pored vas, bukvalo svaki pokret kreveta😂😂 tako da i vas moze neko da cuje 🤣🤣😂",pozitivan,dopasti higiti osoblje sav pohvati cura raditi cist komunikacija svidjati sto zid tanki tokom seks cuti gost bukvati svaki pokret krevet moći cujati
"Uredno, čisto, osoblje ljubazno, stoje na usluzi za sve sto je potrebno, super je sto postoji parking za goste 🙂, lokacija je odlicna. Moje preporuke za smeštaj ❤️",,10,"Uredno, čisto, osoblje ljubazno, stoje na usluzi za sve sto je potrebno, super je sto postoji parking za goste 🙂, lokacija je odlicna. Moje preporuke za smeštaj ❤️ ",pozitivan,uredan čist osoblje ljubazno stajati usluga sav sto potreban super sto postojati parking gosta lokacija odlican preporuka smešt j
"Lokacija, cistoca,parking",-,10,"Lokacija, cistoca,parking -",pozitivan,lokacija cistocaparking
"Aparman blizu setalista,tvrdjave ,centra","Bracni krevet,posteljina nije bila bas cista",8,"Aparman blizu setalista,tvrdjave ,centra Bracni krevet,posteljina nije bila bas cista",pozitivan,aparman setalistatvatvo centar bracan krevetposteljina bas cist
Dobra lokacija,Nije siguran parking iako ga rezervisete,9,Dobra lokacija Nije siguran parking iako ga rezervisete,pozitivan,dobar lokacija siguran parking rezerviseti
"Uvjek se vracam u ovaj smjestaj, Cisto, osoblje prijatno, vrhunska lokacija.",Nemam zamerki,10,"Uvjek se vracam u ovaj smjestaj, Cisto, osoblje prijatno, vrhunska lokacija. Nemam zamerki",pozitivan,uvjek vracati ovaj smjestaj cizt osoblje prijatno vrhunski lokacija nemati zamerka
"Čisto, toplo, odlična usluga I lokacija.",,10,"Čisto, toplo, odlična usluga I lokacija. ",pozitivan,čisto toplo odličan usluga lokacija
